"name","official_name","country_origin","country_operator","operator","user","purpose","purpose_detailed","orbit_class","orbit_type","longitude_geo_degrees","perigee_km","apogee_km","eccentricity","inclination_degrees","period_minutes","launch_mass_kg","dry_mass_kg","power_watts","launch_date","expected_lifetime_yrs","contractor","contractor_country","launch_site","launch_vehicle","cospar_number","norad_number","comments"
"Amsat-Oscar 7 (AO-7)","Amsat-Oscar 7","USA","USA","AMSAT-NA","Civil","Communications","","LEO","Polar",0,NA,NA,0.00121,101.4,114.9,29,NA,NA,"11/15/74",NA,"Amsat-NA","USA","Vandenberg AFB","Delta 2310","1974-089B",7530,"American amateur radio satellite."
"ANASIS-II (Army, Navy Air Force Satellite Information System 2, KMilSatCom 1)","ANASIS-II","NR (12/20)","South Korea","Agency for Defense Development","Military","Communications","","GEO","",115.9,NA,NA,0.00013,0.01,1436.1,NA,NA,NA,"7/20/20",15,"Airbus Defense and Space","France/UK/Germany/Spain","Cape Canaveral","Falcon 9","2020-048A",45920,"First South Korean military satellite."
"ANDESITE Mule (Ad-Hoc Network Demonstration for Extended Satellite-Based Inquiry and Other Team Endeavors)","ANDESITE Mule","USA","USA","ANDESITE - Boston University","Civil","Space Science/Technology Demonstration","","LEO","Sun-Synchronous",0,582,600,0.00129,97.7,96.5,9,NA,NA,"6/13/20",NA,"Boston University","USA","Rocket Lab Launch Complex 1","Electron","2020-037D",45726,"Mule carries 8 sensor plates that will be released and gather data for a 3-dimensional view of plasma currents. Each about size of piece of bread - each has magnetometer and radio transmitter."
"ANGELS (Argos Neo on a Generic Economical and Light Satellite)","ANGELS","France","ESA","Centre National d'Etudes Spatiales (CNES)","Government","Communications","","LEO","Sun-Synchronous",0,509,524,0.00109,97.4,94.9,18,NA,NA,"12/18/19",NA,"CNES ","ESA","Guiana Space Center","Soyuz","2019-092D",44876,"Miniaturized Argos Neo instrument ten times smaller than the equivalent previous-generation device. The instrument collects and locates low-power signals and messages sent by the 20,000 Argos transmitters operating around the globe. "
"Anik F1 ","Anik F1","Canada","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","","GEO","",-107.27,NA,NA,0.000178,0.02,1436.08,NA,NA,NA,"11/21/00",15,"Boeing Satellite Systems","USA","Guiana Space Center","Ariane 44L","2000-076A",26624,""
"Anik F1R","Anik F1R","Canada","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","","GEO","",-107.3,NA,NA,0.000213,0.02,1436.1,NA,NA,NA,"9/9/05",15,"EADS Astrium","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton M","2005-036A",28868,""
"Anik F2 ","Anik F2","Canada","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","","GEO","",-111.07,NA,NA,0.000107,0.01,1436.08,NA,NA,NA,"7/18/04",15,"Boeing Satellite Systems","USA","Guiana Space Center","Ariane 5","2004-027A",28378,"24 30W C-band, 40 127W Ku-band, 50 90W transponders for broadband and telemedicine to northern US states and Canada"
"Anik F3","Anik F3","Canada","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","","GEO","",-118.69,NA,NA,0.00019,0.01,1436.1,NA,NA,NA,"4/9/07",15,"EADS Astrium","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton M","2007-009A",31102,"32 Ku-band, 24 C-band and 2 Ka-band transponders; voice and video throughout North America."
"Anik G1","Anik G1","NR","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","","GEO","",-107.3,NA,NA,0.000308,0.01,1436.08,NA,NA,NA,"4/15/13",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton M","2013-014A",39127,"16 extended Ku-band transponders fully contracted to Shaw Direct for 15 years."
"Aoba-VELOX 4","Aoba-VELOX 4","NR","Japan","Kyushu Institute of Technology (KIT)","Civil","Technology Development","","LEO","Sun-Synchronous",0,481,513,0.00233,97.3,94.6,3,NA,NA,"1/18/19",NA,"Kyushu Institute of Technology","Japan","Uchinoura Space Center","Epsilon","2019-003J",43940,"Will demonstrate an attitude control and orbital control system, and a low-light camera, for lunar observations."
"AprizeSat 1 (LatinSat-C)","AprizeSat 1","USA","Argentina","Aprize Satellite Argentina","Commercial","Communications/Technology Development","","LEO","Sun-Synchronous",0,696,764,0.00479,98,99.4,12,12,NA,"6/29/04",NA,"Aprize Satellite ","Argentina","Baikonur Cosmodrome","Dnepr","2004-025G",28372,"Messaging services."
"AprizeSat 10 (exactView-13)","AprizeSat 10","NR","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,613,733,0.00852,97.9,98,12,12,NA,"6/19/14",NA,"SpaceQuest","USA","Dombarovsky Air Base","Dnepr","2014-033K",40019,"Will provide tracking and data monitoring services for companies with remote or mobile assets."
"AprizeSat 2 (LatinSat-D)","AprizeSat 2","USA","Argentina","Aprize Satellite Argentina","Commercial","Communications/Technology Development","","LEO","Sun-Synchronous",0,694,850,0.0109,98.2,100.3,12,12,NA,"6/29/04",NA,"Aprize Satellite ","Argentina","Baikonur Cosmodrome","Dnepr","2004-025A",28366,"Messaging services."
"AprizeSat 3 ","AprizeSat 3","USA","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,559,662,0.00738,98.18,97,12,12,NA,"7/29/09",NA,"SpaceQuest","USA","Baikonur Cosmodrome","Dnepr","2009-041F",35686,"Will provide tracking and data monitoring services for companies with remote or mobile assets."
"AprizeSat 4 ","AprizeSat 4","USA","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,604,674,0.00499,98.1,97.5,12,12,NA,"7/29/09",NA,"SpaceQuest","USA","Baikonur Cosmodrome","Dnepr","2009-041D",35684,"Will provide tracking and data monitoring services for companies with remote or mobile assets."
"AprizeSat 5","AprizeSat 5","USA","Canada","Aprize Satellite","Commercial","Communications","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,610,694,0.00598,98.2,97.8,12,12,NA,"8/17/11",NA,"SpaceQuest","USA","Dombarovsky Air Base","Dnepr","2011-044E",37792,"Continuation of constellation."
"AprizeSat 7","AprizeSat 7","USA","Canada","Aprize Satellite","Commercial","Communications","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,594,653,0.00422,97.8,97.17,12,12,NA,"11/21/13",NA,"SpaceQuest","USA","Dombarovsky Air Base","Dnepr","2013-066A",39416,"Continuation of constellation."
"AprizeSat 8 (exactView-12)","AprizeSat 8","NR","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,594,669,0.00536,97.8,97.99,12,12,NA,"11/21/13",NA,"SpaceQuest","USA","Dombarovsky Air Base","Dnepr","2013-066K",39425,"Continuation of constellation."
"AprizeSat 9 (exactView-11)","AprizeSat 9","NR","Canada","exactEarth","Commercial","Communications/Maritime Tracking","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,613,715,0.00725,97.9,98,12,12,NA,"6/19/14",NA,"SpaceQuest","USA","Dombarovsky Air Base","Dnepr","2014-033J",40018,"Will provide tracking and data monitoring services for companies with remote or mobile assets."
"Apstar 6","Apstar 6","China","China","APT Satellite Holdings Ltd.","Commercial","Communications","","GEO","",134.04,NA,NA,0.00019,0.01,1436.08,NA,NA,NA,"4/12/05",NA,"Alcatel Space Industries","France/Italy","Xichang Satellite Launch Center","Long March 3B","2005-012A",28638,"Partial power failure in 2018. Apstar 6C has taken over its position."
"Apstar 6C","Apstar 6C","China","China","APT Satellite Holdings Ltd.","Commercial","Communications","","GEO","",134,NA,NA,8.3e-05,0.05,1436.1,NA,NA,NA,"5/3/18",15,"China Academy of Space Technology (CAST)","China","Xichang Satellite Launch Center","Long March 3B","2018-041A",43450,"45 C-band, Ku-band and Ka-band transponders, Apstar 6C’s wider coverage zone will stretch from Siberia and India in the north and west, to Australia and Hawaii in the south and east."
"Apstar 6D","Apstar 6D","NR (7/20)","China","APT Satellite Holdings Ltd.","Commercial","Communications","","GEO","",134,NA,NA,0.00118,0.01,1438.5,NA,NA,NA,"7/9/20",15,"China Academy of Space Technology (CAST)","China","Xichang Satellite Launch Center","Long March 3B","2020-045A",45863,"Will use a conventional liquid-fueled engine to raise its orbit in the coming weeks, then rely on electric plasma thrusters to hold position in geostationary orbit during its planned 15-year mission."
"Apstar 7","Apstar 7","China","China","APT Satellite Holdings Ltd.","Commercial","Communications","","GEO","",76.5,NA,NA,0.000118,0.03,1440.31,NA,NA,NA,"3/31/12",15,"Thales Alenia Space","France/Italy","Xichang Satellite Launch Center","Long March 3B","2012-013A",38107,"Replacement for Apstar 2R."
"Apstar 9","Apstar 9","China","China","APT Satellite Holdings Ltd.","Commercial","Communications","","GEO","",142,NA,NA,7.12e-05,0.12,1436.01,NA,NA,NA,"10/16/15",15,"China Academy of Space Technology (CAST)","China","Xichang Satellite Launch Center","Long March 3B","2015-059A",40982,"Replacement for Apstar 9A."
"Arabsat 5C","Arabsat 5C","NR","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","","GEO","",19.99,NA,NA,0.000463,0.06,1436.06,NA,NA,NA,"9/21/11",15,"Astrium/Thales Alenia Space","France","Guiana Space Center","Ariane 5 ECA","2011-049B",37810,"26 active C-band transponders, 12 active Ka-band transponders"
"Arabsat 6A","Arabsat 6A","NR","Multinational","Arab Satellite Communications Org. (ASCO)","Commercial","Communications","","GEO","",30.5,NA,NA,0.000439,0.01,NA,NA,NA,NA,"4/11/19",15,"Lockheed Martin","USA","Cape Canaveral","Falcon Heavy","2019-021A",44186,""
"Arabsat 7F (Nimiq 1) ","Arabsat 7F","Canada","Multinational","Arab Satellite Communications Org. (ASCO)","Commercial","Communications","","GEO","",44.5,NA,NA,0.00019,0.01,1436.09,NA,NA,NA,"5/20/99",12,"Lockheed Martin/Spar Aerospace","USA/Canada","Baikonur Cosmodrome","Proton D","1999-027A",25740,"Television broadcast;  32 Ku-band."
"Arkyd-6A","Arkyd-6A","USA","USA","Planetary Resources","Commercial","Technology Development","","LEO","Sun-Synchronous",0,493,505,0.000873,97.5,94.5,10,NA,NA,"1/11/18",NA,"Planetary Resources","USA","Satish Dhawan Space Centre","PSLV","2018-004V",43130,""
"ARMADILLO (Attitude Related Maneuvers and Debris Instrument in Low (L) Orbit)","ARMADILLO","USA","USA","Satellite Design Laboratory UT Austin/Baylor University","Civil","Technology Development","","Elliptical","",0,305,851,0.0393,28.5,96.2,4,NA,NA,"6/25/19",NA,"UT Austin/Baylor University","USA","Cape Canaveral","Falcon Heavy","2019-036P",44352,"See link"
"ArSat 1","ArSat 1","Argentina","Argentina","ArSat","Commercial","Communications","","GEO","",-71.8,NA,NA,0.000202,0.01,1436.07,NA,NA,NA,"10/16/14",15,"INVAP S.E.","Argentina","Guiana Space Center","Ariane 5 ECA","2014-062B",40272,"First geostationary communications satellite built in Argentina. It will support television broadcasts, data transmission and Internet access for customers in Argentina, Chile, Uruguay and Paraguay."
"ArSat 2","ArSat 2","Argentina","Argentina","ArSat","Commercial","Communications","","GEO","",-81,NA,NA,0.000178,0.01,1436.06,NA,NA,NA,"9/30/15",15,"INVAP S.E.","Argentina","Guiana Space Center","Ariane 5 ECA","2015-054B",40941,""
"AsiaSat-3S (Asiasat 3SA)","AsiaSat-3S","China","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","","GEO","",105.55,NA,NA,0.000142,0.02,1436.07,NA,NA,NA,"3/21/99",15,"Boeing Satellite Systems","USA","Baikonur Cosmodrome","Proton K","1999-013A",25657,"28 C-band, 16 Ku-band; broadcasting, internet services, multimedia, telecommunications"
"AsiaSat-5","AsiaSat-5","China","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","","GEO","",100.5,NA,NA,0.000202,0,1436.11,NA,NA,NA,"8/11/09",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Breeze M","2009-042A",35696,"14 Ku-Band, 26 C-band, serving all of Asia."
"AsiaSat-6 (Thaicom-7)","AsiaSat-6","China","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","","GEO","",120,NA,NA,0.000119,0.07,1436.17,NA,NA,NA,"9/7/14",15,"Space Systems/Loral","USA","Cape Canaveral","Falcon 9","2014-052A",40141,"14 of the 28 C-band transponders will be operated by Thaicom as Thaicom 7."
"AsiaSat-7","AsiaSat-7","China","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","","GEO","",105.5,NA,NA,0.00013,0.02,1436.17,NA,NA,NA,"11/25/11",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton M","2011-069A",37933,"28 C-band, 17 Ku-band, and a Ka-band payload. Will replace AsiaSat-3S."
"AsiaSat-8","AsiaSat-8","China","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","","GEO","",105.5,NA,NA,0.000142,0.07,1436.1,NA,NA,NA,"8/5/14",15,"Space Systems/Loral","USA","Cape Canaveral","Falcon 9","2014-046A",40107,"24 Ku-band transponders."
"AsiaSat-9","AsiaSat-9","China","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","","GEO","",122,NA,NA,8.3e-05,0.02,1436.1,NA,NA,NA,"9/28/17",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton","2017-057A",42942,"38 Ku-band, 28 C-band transponders. "
"AsiaStar ","AsiaStar","USA","USA","1Worldspace","Commercial","Communications","","GEO","",104.97,NA,NA,0.000332,0.02,1436.15,NA,NA,NA,"3/21/00",15,"Alcatel Space Industries","France","Guiana Space Center","Ariane 5G","2000-016A",26107,"Africa, Middle East, Asia, Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers."
"ASNARO 1 (Advanced Satellite with New system Architecture for Observation)","ASNARO-1","Japan","Japan","Japan Space Systems","Government","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,506,507,7.27e-05,97.48,94.75,500,NA,NA,"11/6/14",3,"NEC Corporation","Japan","Dombarovsky Air Base","Dnepr","2014-070A",40298,"Japanese optical high-resolution Earth imaging mission under development by the NEC Corporation and USEF (Institute for Unmanned Space Experiment Free Flyer)."
"ASNARO 2 (Advanced Satellite with New system Architecture for Observation)","ASNARO-2","Japan","Japan","Japan Space Systems","Government","Earth Observation","Radar Imaging","LEO","Sun-Synchronous",0,493,505,0.000873,97.3,94.5,570,NA,NA,"1/17/18",3,"NEC Corporation","Japan","Uchinoura Space Center","Epsilon","2018-007A",43152,"X-band radar."
"Astra 1D ","Astra 1D","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",67.7,NA,NA,0.000225,1.15,1436.08,NA,NA,NA,"11/1/94",15,"Hughes Space and Communications Co.","USA","Guiana Space Center","Ariane 42P","1994-070A",23331,"Primarily backup for Astra 1B and 1C; 18 Ku-band transponders; continental Europe."
"Astra 1F ","Astra 1F","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",19.22,NA,NA,0.000225,0.03,1436.15,NA,NA,NA,"4/18/96",15,"Hughes Space and Communications Co.","USA","Baikonur Cosmodrome","Proton K","1996-021A",23842,"Direct tv broadcast to Europe; 16 Ku-band transponders; Europe."
"Astra 1G ","Astra 1G","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",19.24,NA,NA,0.00013,0.04,1436.08,NA,NA,NA,"12/2/97",15,"Hughes Space and Communications Co.","USA","Baikonur Cosmodrome","Proton K","1997-076A",25071,"Direct-to-home tv; multimedia; 32 Ku-band transponders; Europe"
"Astra 1KR","Astra 1KR","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",19.16,NA,NA,0.000486,0.08,1436.1,NA,NA,NA,"4/20/06",15,"Lockheed Martin Commercial Space Systems","USA","Cape Canaveral","Atlas 5","2006-012A",29055,"32 Ku-band transponders; direct-to-home broadcast services across Europe."
"Astra 1L","Astra 1L","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",19.3,NA,NA,0.000308,0.05,1436.03,NA,NA,NA,"5/4/07",15,"Lockheed Martin Commercial Space Systems","USA","Guiana Space Center","Ariane 5 ECA","2007-016A",31306,"29 Ku-band, 2 Ka-band transponders first five years; 25 Ku-band and 2 Ka-band thereafter."
"Astra 1M","Astra 1M","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",19.2,NA,NA,0.000569,0.14,1438.2,NA,NA,NA,"11/5/08",15,"EADS Astrium","France","Baikonur Cosmodrome","Proton M","2008-057A",33436,"Direct-to-home and HD television."
"Astra 1N","Astra 1N","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",28.2,NA,NA,0.000772,0.12,1434.1,NA,NA,NA,"8/6/11",15,"EADS Astrium","France","Guiana Space Center","Ariane 5 ECA","2011-041A",37775,"Direct-to-home and HD television."
"Astra 2A ","Astra 2A","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",28.16,NA,NA,0.000249,0.08,1436.12,NA,NA,NA,"8/30/98",15,"Hughes Space and Communications Co.","USA","Baikonur Cosmodrome","Proton K","1998-050A",25462,"Voice and video communications to Europe; 32 Ku-band for first five years, 28 after."
"Astra 2B ","Astra 2B","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",31.33,NA,NA,0.000344,0.07,1436.11,NA,NA,NA,"9/14/00",14,"Astrium","France/UK/Germany","Guiana Space Center","Ariane 5G","2000-054A",26494,"Direct-to-home; broadcasting, multimedia; 30 Ku-band for first five years, 28 after; UK and Ireland."
"Astra 2C ","Astra 2C","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",28.21,NA,NA,0.000427,0.07,1436.12,NA,NA,NA,"6/16/01",15,"Boeing Satellite Systems","USA","Baikonur Cosmodrome","Proton K","2001-025A",26853,"Direct-to-home; broadcasting, multimedia; 32 transponders for first five years; 28 after, continental Europe"
"Astra 2D","Astra 2D","Luxembourg","Luxembourg","SES S.A.","Commercial","Communications","","GEO","",28.14,NA,NA,0.00038,0.07,1436.1,NA,700,NA,"12/19/00",15,"Hughes Space and Communications Co.","USA","Guiana Space Center","Ariane 5G","2000-081A",26638,"Direct-to-home; broadcasting, multimedia; 16 Ku-band; UK and Ireland."
